,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,floors_10,floors_15,floors_20,floors_25,floors_30,floors_35,view_0,view_10,view_20,view_30,view_40,condition_10,condition_20,condition_30,condition_40,condition_50,yr_built_encoded,yr_renovated_encoded,zipcode_freq_encoded,date_10,date_20,date_30,date_40,date_50,date_60,date_70,date_80,date_90,date_100,date_110,date_120
13171,425000.0,3,2.25,1790,10209,0,7,1290.0,500,47.7492,-122.086,1840,9900,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67,0,273,0,0,0,0,0,1,0,0,0,0,0,0
16472,330000.0,5,2.5,2620,12763,0,7,1400.0,1220,47.72,-122.213,2390,9156,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,79,0,545,0,1,0,0,0,0,0,0,0,0,0,0
3876,408000.0,3,1.0,1380,7015,0,7,1380.0,0,47.6987,-122.36,1160,6700,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0,553,0,0,0,0,0,0,0,0,1,0,0,0
20464,432500.0,4,2.5,3172,5033,0,8,3172.0,0,47.2961,-122.348,2704,5232,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,499,0,0,0,0,0,0,1,0,0,0,0,0
7395,300000.0,3,1.0,1320,7200,0,7,1320.0,0,47.5048,-122.19,1720,7249,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59,0,406,0,0,1,0,0,0,0,0,0,0,0,0
2278,625000.0,4,2.75,2140,4000,0,7,1190.0,950,47.6792,-122.287,2140,4770,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51,0,583,0,0,0,0,0,0,0,0,0,0,0,1
7074,632000.0,5,2.5,2260,10087,0,8,1520.0,740,47.5982,-122.128,2500,9440,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67,0,283,0,0,0,0,0,0,0,1,0,0,0,0
15024,633000.0,4,2.5,2020,8044,0,8,2020.0,0,47.6247,-122.043,2320,7328,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,441,1,0,0,0,0,0,0,0,0,0,0,0
12819,235000.0,3,1.0,1270,7153,0,6,1270.0,0,47.4815,-122.226,1650,7153,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,49,0,268,0,0,0,0,0,0,0,0,0,1,0,0
19157,435500.0,1,1.75,1020,4512,0,7,770.0,250,47.6724,-122.266,1230,5029,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37,0,583,1,0,0,0,0,0,0,0,0,0,0,0
13526,432500.0,3,2.5,1340,8867,0,8,1340.0,0,47.724,-122.327,1630,7287,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,84,0,410,0,0,0,0,0,0,0,0,1,0,0,0
18967,308900.0,3,2.5,2250,7294,0,8,2250.0,0,47.2636,-122.212,2140,7363,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,94,0,351,0,0,0,0,0,1,0,0,0,0,0,0
16739,554000.0,3,1.75,1760,10780,0,8,1760.0,0,47.5938,-122.154,2090,10780,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77,0,168,0,0,0,0,0,1,0,0,0,0,0,0
20396,734000.0,5,4.25,4110,42755,0,10,2970.0,1140,47.3375,-122.337,2730,12750,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,100,0,499,0,0,0,0,0,0,0,0,1,0,0,0
2625,465000.0,3,2.0,1430,7125,0,7,1430.0,0,47.6256,-122.059,1570,8075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,84,0,441,0,1,0,0,0,0,0,0,0,0,0,0
5920,235000.0,3,1.0,1330,45738,0,6,1330.0,0,47.436,-122.185,1490,24000,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,67,0,455,0,0,0,0,0,0,0,1,0,0,0,0
12766,529100.0,2,1.0,1290,6528,0,7,1290.0,0,47.694,-122.29,1670,5712,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41,0,583,0,0,0,1,0,0,0,0,0,0,0,0
8536,1240000.0,3,2.5,2660,1973,0,9,1870.0,790,47.6264,-122.364,1640,1369,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,107,0,184,0,0,0,0,0,0,0,0,0,0,1,0
20717,285000.0,3,2.5,1320,955,0,7,1320.0,0,47.5202,-122.357,1300,1003,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,109,0,335,0,0,0,1,0,0,0,0,0,0,0,0
233,213000.0,2,1.0,1000,10200,0,6,1000.0,0,47.5687,-121.899,1150,13702,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,61,0,81,0,0,0,0,0,0,0,0,0,0,1,0
8373,400000.0,2,1.0,1220,6300,0,7,760.0,460,47.5299,-122.387,1850,4886,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42,0,263,0,0,1,0,0,0,0,0,0,0,0,0
21467,1987500.0,5,3.5,5230,8960,0,11,4450.0,780,47.5964,-122.201,2310,9603,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,317,0,0,0,0,0,0,0,0,0,0,0,1
739,233000.0,3,2.0,1400,9177,0,7,1400.0,0,47.3415,-122.272,2020,8547,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,74,0,362,0,0,0,0,0,0,0,0,0,0,1,0
2840,515000.0,2,1.0,1680,6500,0,7,1140.0,540,47.55,-122.388,1610,6500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41,0,263,0,0,0,0,1,0,0,0,0,0,0,0
20357,879950.0,4,2.75,3020,7203,0,9,3020.0,0,47.6948,-122.178,3010,7215,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,432,0,0,0,0,0,0,1,0,0,0,0,0
8218,490000.0,3,1.75,1560,9247,0,7,1160.0,400,47.6954,-122.174,1690,8772,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,89,0,432,0,0,0,0,0,0,0,0,0,0,1,0
17461,622200.0,3,1.75,1720,7200,0,7,1420.0,300,47.7062,-122.304,1380,8000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59,0,410,0,0,0,0,0,0,0,0,0,1,0,0
14059,535610.0,3,1.0,1610,5100,0,7,1010.0,600,47.6765,-122.386,1270,5100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,553,0,0,0,0,0,0,1,0,0,0,0,0
14881,285000.0,4,2.5,2360,7350,0,7,1440.0,920,47.3417,-122.277,1450,7305,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,65,0,362,0,0,0,0,0,0,0,1,0,0,0,0
14251,196000.0,3,1.0,1090,7400,0,7,1090.0,0,47.2923,-122.19,1140,8165,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62,0,351,0,0,1,0,0,0,0,0,0,0,0,0
17201,298950.0,5,2.25,2300,11505,0,8,1300.0,1000,47.3812,-122.223,2350,11505,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,63,0,256,0,0,0,0,0,0,0,0,1,0,0,0
21541,402723.0,3,2.75,1160,1073,0,7,880.0,280,47.5788,-122.315,1250,5400,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,107,0,343,0,0,0,1,0,0,0,0,0,0,0,0
8303,623000.0,3,2.75,2390,21804,0,8,1450.0,940,47.7339,-122.183,2390,10136,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73,0,545,0,0,1,0,0,0,0,0,0,0,0,0
5707,380000.0,2,2.0,1370,5756,0,8,1370.0,0,47.714,-122.205,1380,5444,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,86,0,545,0,0,0,0,0,0,0,1,0,0,0,0
18429,295000.0,3,1.5,1670,10800,0,8,1670.0,0,47.2004,-122.003,1670,9169,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56,0,234,1,0,0,0,0,0,0,0,0,0,0,0
9515,812500.0,4,2.75,2810,10300,0,9,1810.0,1000,47.5626,-122.149,2710,9900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,78,0,498,0,0,0,0,0,0,0,1,0,0,0,0
5937,261000.0,3,1.0,1780,7800,0,7,1060.0,720,47.4932,-122.263,1450,7800,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,0,262,0,0,0,0,0,0,0,0,0,1,0,0
10189,270000.0,3,1.0,1500,5605,0,6,750.0,750,47.5456,-122.359,1050,9100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42,0,335,0,0,0,0,0,0,0,1,0,0,0,0
6497,355000.0,4,2.5,2130,9268,0,8,2130.0,0,47.262,-122.22,2100,8400,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,85,0,351,0,0,1,0,0,0,0,0,0,0,0,0
757,1310000.0,2,2.25,3950,3938,0,10,2910.0,1040,47.5912,-122.384,3220,4500,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,91,0,330,1,0,0,0,0,0,0,0,0,0,0,0
15727,799950.0,6,2.75,3040,36721,0,9,1760.0,1280,47.4488,-122.356,2420,21075,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,58,0,254,0,0,0,0,0,0,1,0,0,0,0,0
20974,950000.0,3,2.5,2780,275033,0,10,2780.0,0,47.4496,-121.766,1680,16340,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,221,0,0,0,0,1,0,0,0,0,0,0,0
8121,175000.0,2,1.0,800,7150,0,5,800.0,0,47.3788,-122.224,1220,8019,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33,0,256,0,0,0,0,0,0,0,0,0,0,0,1
16019,377000.0,3,1.75,1820,34800,0,6,1820.0,0,47.4616,-121.98,2570,52707,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67,0,412,0,0,0,0,0,0,0,1,0,0,0,0
8994,205000.0,3,1.5,1420,5000,0,7,920.0,500,47.4192,-122.33,1400,7500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,87,0,280,0,0,0,0,1,0,0,0,0,0,0,0
18840,518000.0,3,1.0,1270,6612,0,7,1270.0,0,47.5433,-122.264,2100,7680,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27,0,508,0,0,0,1,0,0,0,0,0,0,0,0
17925,550000.0,4,1.75,2550,39460,0,8,1890.0,660,47.7707,-122.123,2560,38638,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,82,0,273,0,0,0,0,0,0,0,0,0,0,1,0
13695,300000.0,4,2.5,2680,15508,0,8,2680.0,0,47.3025,-122.39,1960,15586,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,99,0,499,0,0,0,0,0,1,0,0,0,0,0,0
6202,421500.0,3,1.5,990,4500,0,7,990.0,0,47.6051,-122.298,1490,4000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48,0,290,0,0,0,0,0,0,0,0,0,1,0,0
17302,747000.0,2,1.0,990,4000,0,7,990.0,0,47.6589,-122.341,1560,4000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,601,0,0,0,0,1,0,0,0,0,0,0,0
71,325000.0,3,2.0,1260,5612,0,7,1260.0,0,47.7362,-122.179,1640,4745,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,72,0,545,1,0,0,0,0,0,0,0,0,0,0,0
5369,315000.0,1,2.25,1940,2550,0,7,1100.0,840,47.7313,-122.343,1580,5100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,79,0,494,0,0,0,0,0,0,0,0,0,1,0,0
8086,650000.0,2,1.5,1900,4450,0,7,1500.0,400,47.5834,-122.293,2130,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,343,0,0,0,0,0,0,0,0,0,0,1,0
15049,1535000.0,4,4.5,5770,10050,0,9,3160.0,2610,47.677,-122.275,2950,6700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,49,0,583,0,0,0,0,0,0,0,0,0,0,1,0
14603,449000.0,2,1.0,1250,4576,0,6,1040.0,210,47.5387,-122.266,1550,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,508,0,0,1,0,0,0,0,0,0,0,0,0
5684,395300.0,3,1.5,1120,7000,0,7,1120.0,0,47.5987,-122.146,1470,7950,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55,0,140,0,0,0,0,1,0,0,0,0,0,0,0
20747,265000.0,2,1.5,1084,3427,0,7,1084.0,0,47.7117,-122.326,1084,6250,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,76,0,410,0,0,0,1,0,0,0,0,0,0,0,0
21569,329000.0,2,2.5,980,1020,0,8,980.0,0,47.6844,-122.387,980,1023,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,108,0,553,0,0,0,0,0,0,0,0,0,1,0,0
13364,234300.0,3,1.0,1140,9779,0,7,1140.0,0,47.424,-122.201,1520,9814,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,63,0,268,0,0,0,1,0,0,0,0,0,0,0,0
1682,390000.0,3,1.5,1610,13500,0,7,1060.0,550,47.7674,-122.31,1540,11479,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,70,0,446,0,0,0,0,0,0,0,0,0,1,0,0
7559,535000.0,3,2.5,1720,4006,0,8,1720.0,0,47.569,-122.007,1780,3974,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,94,0,321,0,0,0,0,1,0,0,0,0,0,0,0
8571,726500.0,4,2.5,2180,3893,0,8,2180.0,0,47.6886,-122.388,1710,4550,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,99,0,553,0,0,0,0,0,0,0,0,0,0,0,1
9663,496000.0,3,3.5,3090,27598,0,9,2020.0,1070,47.3541,-122.453,2180,17085,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,95,0,118,0,0,0,0,0,0,0,0,1,0,0,0
5963,255000.0,3,1.5,910,25500,0,5,910.0,0,47.4565,-122.276,1580,10019,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43,0,136,0,0,0,0,0,0,0,0,1,0,0,0
2605,300000.0,3,1.75,1500,8352,0,6,750.0,750,47.4883,-122.191,1500,8447,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43,0,406,0,0,1,0,0,0,0,0,0,0,0,0
19798,387865.0,3,2.5,2370,4200,0,8,2370.0,0,47.3696,-122.018,2370,4200,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,590,0,0,0,0,0,0,0,1,0,0,0,0
13869,1886700.0,5,3.5,4180,17935,0,11,4180.0,0,47.5873,-122.202,2950,13760,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,317,0,0,0,0,1,0,0,0,0,0,0,0
7870,680000.0,4,2.75,2500,4950,0,8,2500.0,0,47.6964,-122.017,2500,4950,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,110,0,405,0,0,0,0,0,1,0,0,0,0,0,0
1271,470000.0,4,2.5,2680,8062,0,7,1530.0,1150,47.4132,-122.328,1920,8600,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,67,0,280,0,0,0,0,0,0,1,0,0,0,0,0
5415,798000.0,5,2.75,3220,5934,0,9,3220.0,0,47.7076,-122.101,3100,5934,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,574,0,0,1,0,0,0,0,0,0,0,0,0
13735,1015000.0,5,2.5,2350,4000,0,9,2350.0,0,47.6265,-122.296,1840,4000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,93,0,269,0,0,0,1,0,0,0,0,0,0,0,0
12699,252000.0,3,1.5,1400,6865,0,7,1400.0,0,47.3639,-122.048,1480,8125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,86,0,590,0,0,0,1,0,0,0,0,0,0,0,0
17639,390000.0,3,2.0,1930,12443,0,7,1930.0,0,47.4906,-121.775,1400,12183,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,69,0,221,0,0,0,0,0,0,0,0,0,1,0,0
16228,202500.0,3,2.0,1540,8316,0,6,1540.0,0,47.323,-122.216,1250,8316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54,0,199,0,0,0,0,0,0,0,0,0,0,0,1
12424,899000.0,3,1.0,1480,6978,0,8,1480.0,0,47.6497,-122.217,2660,13062,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,49,85,317,0,0,0,0,0,1,0,0,0,0,0,0
7000,595000.0,4,2.0,3090,87120,0,7,1590.0,1500,47.7275,-122.122,2560,88426,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,74,0,273,0,0,0,0,0,0,1,0,0,0,0,0
20211,347500.0,5,3.0,2230,6551,0,7,1330.0,900,47.487,-122.32,2230,9476,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,269,0,1,0,0,0,0,0,0,0,0,0,0
11285,236000.0,3,1.75,1300,8976,0,7,1300.0,0,47.3357,-122.305,1430,9750,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67,0,280,0,0,0,0,0,0,0,0,0,0,0,1
10920,449000.0,3,2.5,1690,3827,0,7,1690.0,0,47.6768,-122.029,1690,3129,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,105,0,405,0,0,0,0,0,0,0,0,1,0,0,0
8671,385000.0,5,2.0,2540,11750,0,7,1480.0,1060,47.7754,-122.291,2000,12000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,62,0,446,1,0,0,0,0,0,0,0,0,0,0,0
20896,274500.0,3,2.25,1450,4050,0,7,1450.0,0,47.367,-122.019,1660,3800,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,110,0,590,0,0,0,0,0,0,1,0,0,0,0,0
2285,225000.0,3,1.5,1310,10491,0,7,1310.0,0,47.3682,-122.148,1430,9664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,69,0,548,0,0,0,0,0,0,0,0,0,0,0,1
3734,800000.0,4,2.5,3100,7807,0,9,3100.0,0,47.7151,-122.227,3100,7807,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,103,0,545,0,0,1,0,0,0,0,0,0,0,0,0
9047,222000.0,2,1.0,1550,38449,0,6,1550.0,0,47.4315,-122.199,1188,25875,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47,0,268,0,0,0,1,0,0,0,0,0,0,0,0
17422,302000.0,4,2.75,2030,9120,0,7,2030.0,0,47.282,-122.303,1790,7627,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,88,0,280,0,0,0,0,0,0,1,0,0,0,0,0
14067,374950.0,3,2.5,2120,9653,0,8,2120.0,0,47.3843,-122.213,1780,9801,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,92,0,256,0,0,0,0,0,0,0,1,0,0,0,0
18719,295000.0,4,1.0,1260,7800,0,7,1260.0,0,47.7334,-122.307,1639,7492,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47,107,410,0,1,0,0,0,0,0,0,0,0,0,0
8945,230950.0,2,1.0,930,12724,0,6,930.0,0,47.6567,-121.909,1240,21828,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,124,0,0,0,0,0,0,0,1,0,0,0,0
21004,409316.0,3,2.5,1800,3168,0,8,1800.0,0,47.5342,-121.841,1800,3393,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,310,0,0,0,0,1,0,0,0,0,0,0,0
21293,208400.0,2,2.5,1570,1268,0,7,1570.0,0,47.534,-122.365,1570,1300,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,107,0,335,0,0,0,0,0,0,0,0,0,0,0,1
21336,559630.0,4,2.5,3370,4934,0,9,3370.0,0,47.3562,-122.022,2980,5046,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,590,0,0,0,0,0,0,0,0,0,0,1,0
19051,299000.0,3,1.0,1040,9514,0,7,1040.0,0,47.4936,-122.102,1040,9514,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,69,0,468,0,0,0,0,0,0,0,0,0,0,0,1
6622,371500.0,3,1.0,1650,6400,0,7,980.0,670,47.52,-122.365,1230,6400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54,0,335,0,0,0,0,0,0,1,0,0,0,0,0
19010,810000.0,6,2.75,3970,9500,0,10,2180.0,1790,47.5956,-122.178,2490,9775,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,70,0,168,0,1,0,0,0,0,0,0,0,0,0,0
5129,950000.0,5,3.25,3400,7452,0,10,3400.0,0,47.6141,-122.136,2650,8749,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,99,0,140,0,0,0,0,1,0,0,0,0,0,0,0
9329,605000.0,4,2.25,2510,31584,0,9,2510.0,0,47.6153,-122.054,2510,39221,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,79,0,441,0,0,0,0,0,0,1,0,0,0,0,0
17926,282150.0,2,1.0,700,5940,0,7,700.0,0,47.7289,-122.337,1070,5995,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48,0,494,0,0,0,0,0,0,0,0,1,0,0,0
12758,505000.0,4,2.5,3170,5340,0,7,3170.0,0,47.4911,-122.138,3010,5340,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,468,0,1,0,0,0,0,0,0,0,0,0,0
1547,503000.0,3,2.75,1540,6760,0,7,1210.0,330,47.7163,-122.212,1540,7416,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,80,0,545,0,0,0,0,1,0,0,0,0,0,0,0
741,459000.0,2,1.75,1170,4887,0,6,1020.0,150,47.695,-122.366,1170,5441,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29,0,553,0,0,0,0,0,0,0,0,0,0,0,1
11574,1750000.0,6,3.0,3510,5760,0,10,3510.0,0,47.6263,-122.312,3450,5760,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,269,0,0,0,0,1,0,0,0,0,0,0,0
10877,470000.0,3,3.5,1280,1257,0,8,1040.0,240,47.6721,-122.374,1280,1249,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,266,0,0,0,0,0,0,0,0,0,1,0,0
1676,2250000.0,4,3.5,4440,8125,0,10,3140.0,1300,47.5744,-122.283,3990,8505,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0,343,0,0,0,0,0,0,0,0,0,1,0,0
2569,895000.0,5,2.5,2350,14197,0,8,1220.0,1130,47.6005,-122.204,2470,11629,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62,0,317,0,0,0,1,0,0,0,0,0,0,0,0
13315,417000.0,3,2.5,2040,11211,0,8,2040.0,0,47.4867,-122.223,1830,11964,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,268,0,0,0,1,0,0,0,0,0,0,0,0
6986,583000.0,3,2.5,2600,5100,0,8,2600.0,0,47.5175,-122.205,2270,5400,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,98,0,406,0,0,0,0,0,0,1,0,0,0,0,0
6797,830000.0,4,3.25,3330,7809,0,9,3330.0,0,47.5977,-121.976,3100,6465,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,359,0,0,1,0,0,0,0,0,0,0,0,0
11136,500000.0,3,2.25,2210,7680,0,8,1730.0,480,47.7729,-122.389,2390,7680,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,72,0,255,0,1,0,0,0,0,0,0,0,0,0,0
3520,570000.0,4,2.0,2000,46902,0,8,2000.0,0,47.5851,-122.072,2420,38130,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,78,0,359,0,0,0,1,0,0,0,0,0,0,0,0
15500,360000.0,2,1.75,1340,1050,0,8,1340.0,0,47.7053,-122.343,1340,1090,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,109,0,494,0,1,0,0,0,0,0,0,0,0,0,0
10548,369500.0,3,1.5,1650,9957,0,7,1100.0,550,47.7303,-122.298,1650,7957,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,61,0,410,0,0,0,0,0,1,0,0,0,0,0,0
4734,565000.0,4,2.75,1960,48787,0,9,1960.0,0,47.7484,-122.111,1970,36425,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,83,0,273,0,0,0,0,0,0,0,0,0,0,0,1
12681,252000.0,3,2.0,1420,6788,0,7,1420.0,0,47.2887,-122.351,1790,6607,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,499,0,0,0,0,0,0,1,0,0,0,0,0
775,420000.0,3,2.25,2000,8030,0,8,1000.0,1000,47.6188,-122.114,2070,8250,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63,0,283,0,0,0,0,1,0,0,0,0,0,0,0
867,457500.0,3,2.5,1500,4445,0,8,1500.0,0,47.5682,-122.005,1730,4408,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,96,0,321,0,0,0,0,0,0,1,0,0,0,0,0
8523,475000.0,3,2.5,2630,185130,0,9,2630.0,0,47.7035,-121.894,2630,210394,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,91,0,124,0,0,0,0,0,0,1,0,0,0,0,0
5202,389000.0,3,2.0,2080,12972,0,7,1250.0,830,47.3733,-122.432,1530,10089,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,81,0,118,0,0,0,0,1,0,0,0,0,0,0,0
19286,930000.0,2,2.5,2680,11214,0,9,2680.0,0,47.7078,-122.019,2305,6908,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,405,0,0,0,0,0,1,0,0,0,0,0,0
643,729500.0,3,2.5,1660,1091,0,9,1530.0,130,47.5818,-122.402,1510,1352,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,115,0,330,0,0,0,0,1,0,0,0,0,0,0,0
20,385000.0,4,1.75,1620,4980,0,7,860.0,760,47.7025,-122.341,1400,4980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,47,0,494,0,0,0,0,1,0,0,0,0,0,0,0
16347,440000.0,3,1.75,1500,6180,0,6,1060.0,440,47.5689,-122.284,1740,6180,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,47,0,508,0,0,0,0,1,0,0,0,0,0,0,0
11091,306000.0,3,2.5,1870,5874,0,7,1870.0,0,47.3992,-122.163,2090,4060,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,105,0,548,0,0,0,0,1,0,0,0,0,0,0,0
3205,442000.0,4,1.5,1360,6110,0,7,1010.0,350,47.5755,-122.396,1520,6110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55,0,330,0,0,0,0,0,0,0,1,0,0,0,0
7290,550000.0,3,2.25,1720,9600,0,7,1220.0,500,47.6581,-122.126,1720,9600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67,0,574,0,0,0,0,0,1,0,0,0,0,0,0
12503,450000.0,4,2.5,2820,15233,0,9,1820.0,1000,47.3426,-122.321,2560,11998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,72,0,280,0,0,0,0,0,0,0,0,0,0,0,1
5206,768500.0,4,1.75,3620,10400,0,8,1820.0,1800,47.6069,-122.167,2410,10400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,65,0,168,1,0,0,0,0,0,0,0,0,0,0,0
